ID,ORG_ID,NAME,SHORT_NAME,TYPE,REGION_CODE,REGION_NAME,REGION_PREFIX,DISTRICT_CODE,DISTRICT_NAME,DISTRICT_PREFIX,ADDRESS,WEBSITE,EMAIL,PHONE_NUMBER,BUSINESS_CODE,AVATAR,AVATAR_CDN_FILE_ID,MAP_IMAGE,MAP_IMAGE_CDN_FILE_ID,STORE_IMAGE,STORE_IMAGE_CDN_FILE_ID,MAP_URL,CBM_URL,CBM_SHARE_API,ADL_API,IS_ACTIVE,REPRESENTATIVE_CID,REPRESENTATIVE_NAME,REPRESENTATIVE_PHONE_NUMBER,CDN_OWNER_ID,PUBLISHED_AT,LAST_UPDATED_AT,IS_DELETED,CREATED_AT,UPDATED_AT
25b630df-6b9a-4b6f-8a0e-52ae92275fec,958f55be-2787-4b4a-94fd-f9b3571f1604,up1 anh,up1 anh,STORE,01,Hà N?i,Thành ph?,,,,,xxx/,,3,,https://static.cvgbuilding.com/store/f4a4a009-483e-491d-b6b6-6e59ed5308c8/b46c6962-4fc4-4d1f-a6d4-078ba036da67.jpg,b46c6962-4fc4-4d1f-a6d4-078ba036da67,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,be7d67ed-eb8d-4671-89bf-bf6e8d071aa6,2022-12-26 03:12:56.000,2022-12-26 03:20:44.000,NO,2022-12-26 03:12:56.000,2023-01-03 06:57:03.000
2682e589-d34f-41a6-8585-d1a359d79b50,958f55be-2787-4b4a-94fd-f9b3571f1604,tmban,tmb,STORE,01,Hà N?i,Thành ph?,,,,,,,7788990066,0011000,https://static.cvgbuilding.com/store/efb181dd-1757-48a3-9f04-5c834e6bc335/dd993128-8a8f-41a2-b7ee-37905f48eba7.jpg,dd993128-8a8f-41a2-b7ee-37905f48eba7,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,aa6926c6-13e5-4e9e-91d4-0bbb9f66146f,Phùng Th? Ng?c Linh,0328708424,3e5001a8-ed4b-4cba-b695-60903c23c311,2022-12-26 09:55:47.000,2022-12-26 09:57:44.000,NO,2022-12-26 09:55:47.000,2023-01-03 06:57:03.000
27a015fc-f281-46c2-95ab-c5c6447450db,958f55be-2787-4b4a-94fd-f9b3571f1604,check name 123,123,STORE,31,H?i Phòng,Thành ph?,,,,,,,0986562698,,https://static.cvgbuilding.com/store/d8da1fbd-4f8e-4e98-873f-ac4734a3fb7b/d3ab2b18-403e-461e-b79e-62edbbe44bf0.png,d3ab2b18-403e-461e-b79e-62edbbe44bf0,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,a1c9957d-b5d9-4a82-8adc-d8a329658356,2022-11-28 02:07:19.000,2022-11-30 09:36:21.000,NO,2022-11-28 02:07:19.000,2022-11-30 09:36:21.000
27e8ff37-d3a6-4684-98c6-0de8720d5701,958f55be-2787-4b4a-94fd-f9b3571f1604,Galaxy thu?c công ty M? L?c - Nam ??nh,galaxy- ND 1,STORE,36,Nam ??nh,T?nh,358,M? L?c,Huy?n,M? L?c Nam ??nh,,,0355854411,galaxy- ND 1,https://static.cvgbuilding.com/store/775858de-c29e-480d-a147-ed68194ad590/54420cac-aa00-452d-9689-e565ffc24fa3.jpg,54420cac-aa00-452d-9689-e565ffc24fa3,https://static.cvgbuilding.com/store/ed78b8df-aac6-40c8-bb0e-d729d821920a/f6e97b28-3a9a-472a-aed8-e4e8364da01c.jpg,f6e97b28-3a9a-472a-aed8-e4e8364da01c,https://static.cvgbuilding.com/store/e0371d93-d5a7-4d7a-82e0-7ed8a644b30e/353f60ae-cc46-4bf4-bf69-567fdfe1e170.jpg,353f60ae-cc46-4bf4-bf69-567fdfe1e170,,,,,YES,2ebe3678-f0ee-46bb-8f63-62ff630bb0a1,Thunt,0349210893,ddf8db82-18ac-4d59-bdd0-08a910da87d1,2023-01-12 02:43:05.000,2023-01-12 02:46:00.000,NO,2023-01-12 02:43:05.000,2023-01-12 02:46:00.000
2835538e-494d-45c3-9bff-f959670917a8,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bát s?i,S?i,STORE,01,Hà N?i,Thành ph?,,,,,,,0242402222,,https://static.cvgbuilding.com/store/71154221-4d26-4998-8592-af476f890777/8a5fa4bf-3609-4b42-b48e-26923a6e2060.jpg,8a5fa4bf-3609-4b42-b48e-26923a6e2060,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,bf811462-1056-41dd-acfd-8d1055a12f55,Dung,0369063416,cfd25415-981e-4a79-8350-8bbd1b281184,2022-11-25 04:33:05.000,2022-11-25 04:33:05.000,NO,2022-11-25 04:33:05.000,2023-01-03 06:57:03.000
2a6a6983-88fe-4b99-b365-cca6eb8cea39,958f55be-2787-4b4a-94fd-f9b3571f1604,jgfhjf,gjfgjgf,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,,,,326546,,https://static.cvgbuilding.com/store/8b4129c4-d6d6-4b22-9def-f409966135b1/cc1e92d2-8b2b-4e74-9036-ae252909a9ec.jpg,cc1e92d2-8b2b-4e74-9036-ae252909a9ec,,,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,bf93310b-4bf5-461d-9b02-5641728509fc,2023-01-09 08:18:12.000,2023-01-09 08:18:12.000,NO,2023-01-09 08:18:12.000,2023-01-09 08:18:12.000
2ab644bf-0307-4034-a8cc-29a187ab7bdb,958f55be-2787-4b4a-94fd-f9b3571f1604,222test,222test,STORE,01,Hà N?i,Thành ph?,,,,,https://diaphuong.rk-cvgbuildinggroup.com/he-thong-cua-hang/,,123123,,https://static.cvgbuilding.com/store/ee2a48e9-1006-4455-a9ba-373a1ac3d79b/40d7a938-6d9a-4946-ad9a-64509c0f02dd.png,40d7a938-6d9a-4946-ad9a-64509c0f02dd,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,fa922688-b7ea-4ea9-a9c7-fece726d4a61,2022-12-22 10:12:38.000,2022-12-23 01:52:05.000,NO,2022-12-22 10:12:38.000,2023-01-03 06:57:03.000
2aece780-129f-4e02-8486-aa5cae8387f7,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m t? B?n Tre123,BTT,STORE,83,B?n Tre,T?nh,,,,,,,1954201230,,https://static.cvgbuilding.com/store/ea2b7416-25ae-4190-8f0c-c3e569503581/11ccc5bc-5ccf-4a3a-b54b-937d243b5cfc.jpg,11ccc5bc-5ccf-4a3a-b54b-937d243b5cfc,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,cfd25415-981e-4a79-8350-8bbd1b281184,2022-11-25 04:37:08.000,2022-12-02 03:06:48.000,NO,2022-11-25 04:37:08.000,2022-12-02 03:06:48.000
2b1df133-eca6-427d-9ff3-7b4017254ca0,958f55be-2787-4b4a-94fd-f9b3571f1604,fgjgfj,gjgfj,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,,,,235696,fgjgfj,https://static.cvgbuilding.com/store/a01233c6-b55c-4590-963c-cba3549dbc7d/3816f0e1-bed9-48fe-bbe5-8bb4f264526f.png,3816f0e1-bed9-48fe-bbe5-8bb4f264526f,https://static.cvgbuilding.com/store/b2b4a9c8-a2fe-4437-aef0-a78592383c92/0d80ef8a-a9b8-4886-8602-21a1651ef944.jpg,0d80ef8a-a9b8-4886-8602-21a1651ef944,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,16adaf09-b866-4bba-9d1d-95b9029a9956,2023-01-09 07:38:09.000,2023-01-09 07:38:09.000,NO,2023-01-09 07:38:09.000,2023-03-06 17:48:53.000
2b4643a8-a43f-4d3c-b0c2-2403fef557d0,958f55be-2787-4b4a-94fd-f9b3571f1604,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,LOCAL,67,??k Nông,T?nh,,,,,,,0000000000,,,,,,,,,,,,YES,99a40965-528d-47b4-a78d-6d460ad34cb2,Nguy?n H?u C??ng,0399985563,,2022-12-05 04:06:51.000,2022-12-12 09:55:43.000,NO,2022-12-05 04:06:51.000,2023-01-04 10:46:04.000
2bb3dc65-81ac-4bfa-a750-8226029e8eb5,958f55be-2787-4b4a-94fd-f9b3571f1604,Test? rikkei,test,STORE,01,Hà N?i,Thành ph?,002,Hoàn Ki?m,Qu?n,Tester,smart-tivi,,0377839512,FSG2343,https://static.cvgbuilding.com/store/c66902ec-fcb0-47c1-98d5-fc567baa28f9/802445bb-5c04-4d23-8b66-b31baa080910.jpg,802445bb-5c04-4d23-8b66-b31baa080910,https://static.cvgbuilding.com/store/73a885ba-31a3-4bca-9e0b-335d54f96505/4854a512-3e55-4c8f-ba78-da01340a2162.jpg,4854a512-3e55-4c8f-ba78-da01340a2162,,,,,,,YES,efbede45-cb59-47a6-b96b-7ba13139baf3,Ut Nguyen,0377839862,bb8cbe9a-d248-4a63-8236-a4a352fe24ff,2023-01-09 07:11:04.000,2023-01-09 07:11:04.000,NO,2023-01-09 07:11:04.000,2023-01-09 07:11:04.000
2c77932f-11b5-4b90-a8c1-f15fc70eb0f9,958f55be-2787-4b4a-94fd-f9b3571f1604,qqqqqqqqqqq,qqqqqqqqqq,STORE,92,C?n Th?,Thành ph?,,,,,,,1222222222,,https://static.cvgbuilding.com/store/e05644a6-72a6-49ef-935f-14e89ad870d5/ad2af3f9-1b30-4ad7-be1c-5857207a89c5.png,ad2af3f9-1b30-4ad7-be1c-5857207a89c5,,,,,,,,,YES,99a40965-528d-47b4-a78d-6d460ad34cb2,Nguy?n H?u C??ng,0399985563,f78b7036-9d16-43b0-add3-97222da16bc1,2022-12-05 04:16:00.000,2022-12-13 04:07:42.000,NO,2022-12-05 04:16:00.000,2022-12-13 04:07:42.000
2cd3710a-dd68-483b-baf7-c312d8a06c0d,958f55be-2787-4b4a-94fd-f9b3571f1604,Chào m?ng b?n ??n qu?y WordCounter360 ° c?ng ???c g?i là d?u hi?u t? truy c?p 55 Store 1,Chào,STORE,89,An Giang,T?nh,,,,,,,9999999999,,https://static.cvgbuilding.com/store/d43feb53-58da-4210-943d-b57eb361bab7/01a17bfb-ba6d-4173-9eb3-d651f5b993aa.png,01a17bfb-ba6d-4173-9eb3-d651f5b993aa,,,,,,,,,YES,99a40965-528d-47b4-a78d-6d460ad34cb2,Nguy?n H?u C??ng,0399985563,b81c5355-e648-45a5-a07d-96e84b5ae20e,2022-12-05 07:16:31.000,2022-12-14 06:49:27.000,NO,2022-12-05 07:16:31.000,2022-12-14 06:49:27.000
2d113010-5f28-4e12-b191-dfcbe340b0de,958f55be-2787-4b4a-94fd-f9b3571f1604,jiji,jiji,STORE,01,Hà N?i,Thành ph?,,,,,abc,,1111111111,,https://static.cvgbuilding.com/store/6513d77a-430b-4003-854b-084cacdaf511/83640917-4642-483c-99af-dfc31eb5c4a9.png,83640917-4642-483c-99af-dfc31eb5c4a9,,,,,,,,,YES,056cffdb-5962-431e-8742-ae2a9d7e5e63,Tiên N? Lung Linh Bành Nòi,0333444555,8c76b30c-a081-4e3e-8fcd-e03135c154ab,2023-01-12 10:48:33.000,2023-02-13 09:02:55.000,NO,2023-01-12 10:48:33.000,2023-02-13 09:02:55.000
2eebbea7-9155-4c33-8799-a8c028a89720,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán hàng s? 1,s1,STORE,92,C?n Th?,Thành ph?,917,Ô Môn,Qu?n,Tòa nhà A - ???ng Nguy?n Tri Ph??ng - Quân Ô Môn - T?nh C?n Th?,http://kenh14.vn,,0969696969,,https://static.cvgbuilding.com/store/3e5f2ff7-83cb-4dc2-9a6d-7372ca7463b1/e0ead450-1d34-431a-bb6c-b859afb30137.jpg,e0ead450-1d34-431a-bb6c-b859afb30137,,,https://static.cvgbuilding.com/store/dcbe838a-5ed1-41fd-9db3-c152e120a189/368283b3-cc02-4e69-941d-89b295f39fe3.jpg,368283b3-cc02-4e69-941d-89b295f39fe3,,,,,YES,ed435fa4-085f-42c8-8417-4fa720b22fd5,Nguy?n Tr?n Khánh AAAAA,0348989898,a85c16c0-7314-41ec-878e-5bb9c5a5a23b,2022-11-24 08:59:50.000,2022-11-24 09:07:27.000,NO,2022-11-24 08:59:50.000,2022-11-24 09:07:27.000
331337e7-c02d-420c-b8b6-4a254888f830,958f55be-2787-4b4a-94fd-f9b3571f1604,534534534,53453453,STORE,01,Hà N?i,Thành ph?,002,Hoàn Ki?m,Qu?n,,/,,0956523232,,https://static.cvgbuilding.com/store/e235aad8-9064-402e-b816-e4105031522b/c2815b80-48a8-4673-a00a-adc1009337e2.png,c2815b80-48a8-4673-a00a-adc1009337e2,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,4fc127ec-dc60-4439-9d83-f0d8ed78b03d,?? Ng?c M?nh,0969528378,619c5743-9c24-481d-94db-6569889cbba8,2022-12-23 09:49:32.000,2022-12-26 02:53:16.000,NO,2022-12-23 09:49:32.000,2023-01-03 06:57:03.000
3319a91b-f9ac-4547-858e-881bd272d318,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty- VLXD ?à n?ng,VLXD DN,LOCAL,96,Cà Mau,T?nh,,,,,,,032646644,VLXD DN,,,,,,,,,,,YES,2ebe3678-f0ee-46bb-8f63-62ff630bb0a1,Thunt,0349210893,,2022-11-21 07:52:57.000,2022-12-12 02:55:37.000,NO,2022-11-21 07:52:57.000,2023-01-04 10:46:04.000
343d9253-6355-426d-a07f-170efc21b3cd,958f55be-2787-4b4a-94fd-f9b3571f1604,check Qu?ng Nam 123,34543,STORE,49,Qu?ng Nam,T?nh,503,H?i An,Thành ph?,,,,346546,,https://static.cvgbuilding.com/store/5e02db26-15ca-47ee-be3f-0146fbd56550/bb40babc-12c0-4853-bca1-c8432777e0fd.png,bb40babc-12c0-4853-bca1-c8432777e0fd,,,,,,,,,YES,41c5323d-b99c-4455-83e8-32202df20b5f,Huy?n 2,0345375625,9b6c4172-c9c5-4c3e-bb33-9ff2afd7434b,2023-01-12 02:58:16.000,2023-01-12 09:04:38.000,NO,2023-01-12 02:58:16.000,2023-01-12 09:04:38.000
34452fe4-f8c5-4022-9a25-b9aa49cc50b5,958f55be-2787-4b4a-94fd-f9b3571f1604,què,ghfd,STORE,01,Hà N?i,Thành ph?,,,,,,,26556,,https://static.cvgbuilding.com/store/ca5d0ace-12e9-452a-b077-d7621fd97fb6/aab0cf98-0ba3-4a15-ae0f-fdac12331f2f.jpg,aab0cf98-0ba3-4a15-ae0f-fdac12331f2f,,,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,f3074a15-6018-4cd6-a0ca-f66fa9cf29e8,2023-01-09 08:24:06.000,2023-01-09 10:13:46.000,NO,2023-01-09 08:24:06.000,2023-01-09 10:13:46.000
361da517-3557-4512-8247-76f22d381032,958f55be-2787-4b4a-94fd-f9b3571f1604,21e2d2d3,21e21d,STORE,01,Hà N?i,Thành ph?,,,,,https://ADG12tesst/,,1111111111,,https://static.cvgbuilding.com/store/ac4854c5-fdae-40b4-849d-fe755d7aeff0/e45bab3b-8612-4e9a-8569-63e91a2aaf29.png,e45bab3b-8612-4e9a-8569-63e91a2aaf29,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,d07b343f-19c0-4af8-ace4-af545ae2afd2,01,0300000001,15dc644b-0c71-4cb1-af7b-b101e2c24638,2022-12-22 09:02:13.000,2022-12-23 04:55:34.000,NO,2022-12-22 09:02:13.000,2023-01-03 06:57:03.000
377a0d77-4612-4b6b-8e56-b238507d9415,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán S?t thép,S?t thép,STORE,01,Hà N?i,Thành ph?,,,,,,,199001100,,https://static.cvgbuilding.com/store/390223f8-daf5-4719-9f51-29da11dc6557/005bb549-174a-48ae-a968-104bb9407e21.jpg,005bb549-174a-48ae-a968-104bb9407e21,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,bf811462-1056-41dd-acfd-8d1055a12f55,Dung,0369063416,cfd25415-981e-4a79-8350-8bbd1b281184,2022-11-25 04:32:11.000,2022-11-25 04:32:11.000,NO,2022-11-25 04:32:11.000,2023-01-03 06:57:03.000
378425f3-7805-4fc5-b247-24ad6f018759,958f55be-2787-4b4a-94fd-f9b3571f1604,123asdasdasdasda,ád123qasd,LOCAL,30,H?i D??ng,T?nh,,,,,123123,,123123,123adafdsdf,,,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,,2023-01-09 10:19:43.000,2023-01-09 10:20:16.000,NO,2023-01-09 10:19:43.000,2023-01-09 10:20:16.000
395e031c-317b-42eb-83fe-9b2d6852c329,958f55be-2787-4b4a-94fd-f9b3571f1604,testcdn,testcdn,STORE,01,Hà N?i,Thành ph?,,,,,xxx/,,1,,https://static.cvgbuilding.com/store/12c671bc-0b9c-4680-bb51-60ca4d862b15/9c452cec-179a-4927-9f06-bdc7ecd3d809.jpg,9c452cec-179a-4927-9f06-bdc7ecd3d809,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,6b1518e5-6dc9-4d8d-88bd-6d9f3bef30c7,2022-12-26 03:06:30.000,2022-12-26 03:21:06.000,NO,2022-12-26 03:06:30.000,2023-01-03 06:57:03.000
39751a37-412f-4d70-ac1d-355b770b3090,958f55be-2787-4b4a-94fd-f9b3571f1604,end2,end,STORE,31,H?i Phòng,Thành ph?,,,,,https://vatlieuxaydungcvghanoi.com/cua-hang/zzzzz,,123,,https://static.cvgbuilding.com/store/5a897693-31b9-461e-95a7-f230c4a29990/43178eb1-16cf-4127-b811-5696c232d40d.jpg,43178eb1-16cf-4127-b811-5696c232d40d,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,eb46d292-ea50-47fb-a6d9-2b2b4a8c8699,2023-01-06 03:38:04.000,2023-01-06 03:47:33.000,NO,2023-01-06 03:38:04.000,2023-01-06 03:47:33.000
3a7a314b-f36d-40c6-b8f2-1b7c8958bd12,958f55be-2787-4b4a-94fd-f9b3571f1604,vbnncn,bvnvbnv,STORE,01,Hà N?i,Thành ph?,001,Ba ?ình,Qu?n,,,,256562,vbnvbnv,https://static.cvgbuilding.com/store/6bb16cf3-38f0-47fc-8a34-a52f6735fc9f/7abcd607-a950-4bb3-b51a-3119bd1691f5.jpg,7abcd607-a950-4bb3-b51a-3119bd1691f5,,,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,ac7c14d0-782d-43c3-b6aa-3013c5ab7c46,2023-01-09 08:14:05.000,2023-01-09 08:14:05.000,NO,2023-01-09 08:14:05.000,2023-01-09 08:14:05.000
3b7ff1d2-5c7a-456e-922c-b15e38a17841,958f55be-2787-4b4a-94fd-f9b3571f1604,gdfhgfh,gfhgfh,STORE,01,Hà N?i,Thành ph?,,,,,123123456,,12356,,https://static.cvgbuilding.com/store/04853c35-a2f2-49b2-8e55-dae37024d602/f7b1403a-e647-4e95-8c2f-d1b0e74a745a.png,f7b1403a-e647-4e95-8c2f-d1b0e74a745a,https://static.cvgbuilding.com/store/9ca15037-d54d-46ea-ab3f-65ecd3cd4499/f8c79712-0f50-4845-8ee3-9e425fd587be.png,f8c79712-0f50-4845-8ee3-9e425fd587be,,,,,,,YES,065f8800-85c3-43eb-8e3c-19e6b3c63aa9,tsst ch?nh s?a,0333666998,cbe76de2-6ff8-49af-9611-6fd8e56befdd,2023-01-13 01:56:41.000,2023-02-08 07:31:52.000,NO,2023-01-13 01:56:41.000,2023-02-08 07:31:52.000
3ba33c39-1147-491e-8048-124c65bdd58f,958f55be-2787-4b4a-94fd-f9b3571f1604,dgdfgds,fdfhd,STORE,01,Hà N?i,Thành ph?,002,Hoàn Ki?m,Qu?n,,,,2565465,ghdf,https://static.cvgbuilding.com/store/c55a72f6-e3cf-4d26-8e84-bd3618c857bf/471d24c9-b7df-4aae-9a65-bd7f2578c25b.jpg,471d24c9-b7df-4aae-9a65-bd7f2578c25b,,,,,,,,,YES,4d83ff29-7585-4bb9-9130-c548fb96a9c3,H? H?ng Nhung,0387210480,3cbff3de-d22d-4e6d-88d9-17afc8891a7c,2023-01-09 08:10:30.000,2023-01-09 08:10:30.000,NO,2023-01-09 08:10:30.000,2023-01-09 08:10:30.000
3bc69c27-f997-4eca-83b7-dfc04a5723c7,958f55be-2787-4b4a-94fd-f9b3571f1604,test5,ád,STORE,31,H?i Phòng,Thành ph?,,,,,,,123,,https://static.cvgbuilding.com/store/f021fb7d-72bf-4517-a708-cd39e84d6013/a8dba96a-db7c-474f-8e03-9c464bad77c5.jpg,a8dba96a-db7c-474f-8e03-9c464bad77c5,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,d0b8d4f6-561b-4a72-bba6-b83a4d330f33,2023-01-06 03:30:56.000,2023-01-06 03:30:56.000,NO,2023-01-06 03:30:56.000,2023-01-06 03:30:56.000
3cfaa421-77b7-4ad9-b579-319a6f28728b,958f55be-2787-4b4a-94fd-f9b3571f1604,test ng??i 2,0342175240,STORE,01,Hà N?i,Thành ph?,,,,,,,0342175240,,https://static.cvgbuilding.com/store/2def9bad-e0d1-4686-b09f-5cd9b61db78f/c7853254-6ae4-4358-976e-fef804309dd8.jpg,c7853254-6ae4-4358-976e-fef804309dd8,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,91c82495-c0cb-4eae-ab6a-8ded9e81819c,2023-02-07 09:37:28.000,2023-02-07 09:37:28.000,NO,2023-02-07 09:37:28.000,2023-02-07 09:37:28.000
3f0ad6fd-6d43-4101-a7ba-9f0e05332585,958f55be-2787-4b4a-94fd-f9b3571f1604,Công ty Test bug,bug loading k có ?i?m bán,LOCAL,66,??k L?k,T?nh,644,Buôn H?,Th? xã,,,,3215321545,3123,,,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,,2022-12-12 01:57:48.000,2022-12-13 03:58:26.000,NO,2022-12-12 01:57:48.000,2023-01-04 10:46:04.000
412a4dfb-8a11-4250-bc29-83d9f8da14a7,958f55be-2787-4b4a-94fd-f9b3571f1604,?i?m bán s? 4- ?ã b? khóa - v?a ???c m? l?i - hi?n t?i ?ang m? l?i - v?n ch?a b? khóa - ch?a m? l?i,s4,STORE,01,Hà N?i,Thành ph?,,,,HH3 - Tòa Sudico - ???ng M? Trì - Ph??ng M? Trì - Qu?n Nam T? Liêm - Thành ph? Hà N?i - Vi?t Nam,,,0866666666,,https://static.cvgbuilding.com/store/4d2d8353-a1eb-4101-8238-f52e4fd55223/abf22503-7be2-4853-8a7d-d6b0a23e291e.jpg,abf22503-7be2-4853-8a7d-d6b0a23e291e,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,53d55f9e-5bc6-41e6-853b-8ad4002669db,<3 ?? @#$%%/,0966666661,372ef611-2029-414d-8803-29fc82882c04,2022-11-24 09:12:23.000,2022-12-26 09:08:22.000,NO,2022-11-24 09:12:23.000,2023-01-03 06:57:03.000
4247808e-c289-4172-a00b-9535b480497c,958f55be-2787-4b4a-94fd-f9b3571f1604,q?qwqww,q?qwfqw,STORE,01,Hà N?i,Thành ph?,,,,,xxx/,,1111111111,,https://static.cvgbuilding.com/store/3819d39a-cf28-4880-8045-f02c48cba7d8/d30bb212-20d2-40a0-ba1f-cf3fee6667cc.png,d30bb212-20d2-40a0-ba1f-cf3fee6667cc,,,,,,https://vatlieuxaydungcvghanoi.com,,,YES,9498f018-4aed-4586-baf6-be4df47231ff,NHC,0399985560,8136e9d0-c6a3-473a-a410-ea32a9dbd6ef,2022-12-26 03:44:17.000,2023-01-03 04:29:46.000,NO,2022-12-26 03:44:17.000,2023-01-03 06:57:03.000
4263eee7-d53b-439f-95da-115aba6afca4,958f55be-2787-4b4a-94fd-f9b3571f1604,qwertuiop,rrrrrrrrrrrrrrr,STORE,01,Hà N?i,Thành ph?,,,,,,,7777777777,,https://static.cvgbuilding.com/store/c403747c-0381-4ccf-9b58-a8320bb9a68b/6650fe47-e767-4cc5-8f62-a70cb662f6fe.png,6650fe47-e767-4cc5-8f62-a70cb662f6fe,,,,,,,,,YES,1eb515eb-bdf5-4166-bd76-f268c257583c,Nguy?n H?u,0399985562,8d37d007-89d2-4b90-8896-3f2257995bb2,2023-01-08 03:58:58.000,2023-01-09 07:36:27.000,NO,2023-01-08 03:58:58.000,2023-01-09 07:36:27.000
42ecc2b1-4142-4baa-b863-e480ba30ed32,958f55be-2787-4b4a-94fd-f9b3571f1604,aloalozzzz,aloalo,STORE,01,Hà N?i,Thành ph?,,,,,123123,,123,,https://static.cvgbuilding.com/store/9a01aa06-59ad-441d-873d-5e6ad513433a/6c80c7b2-96a6-4d3a-85bb-54fe0aa9cca0.jpg,6c80c7b2-96a6-4d3a-85bb-54fe0aa9cca0,,,,,,,,,YES,759e1321-0c5c-49b0-a124-33776027d93d,Hainc,0342175240,50cf9707-f893-476f-9367-2aeb27f9dfb2,2023-01-06 11:54:11.000,2023-01-09 06:57:12.000,NO,2023-01-06 11:54:11.000,2023-01-09 06:57:12.000
44ba71c8-4cea-4822-b5b0-5d4dce525e2c,958f55be-2787-4b4a-94fd-f9b3571f1604,Galaxy - m?i Qu?ng Ninh,êtrt,STORE,22,Qu?ng Ninh,T?nh,195,C?m Ph?,Thành ph?,3554,,,0142452454,retr,https://static.cvgbuilding.com/store/eb6a821e-3179-405a-87f3-5b96432d122c/98d7f3b2-b39c-4265-abd2-4fe4aadd8494.jpg,98d7f3b2-b39c-4265-abd2-4fe4aadd8494,https://static.cvgbuilding.com/store/cb56fdc6-0c44-4bbc-a79b-852c82eefbee/31cff130-7bf4-4f0a-a18a-4bae84479646.jpg,31cff130-7bf4-4f0a-a18a-4bae84479646,,,,,,,YES,ddc7fe68-4e26-4ec9-84b5-e4a0df8c1609,Linh,0368352835,b34a0d0d-0ed8-4baf-bd55-d433009fe1a7,2023-01-12 10:37:29.000,2023-01-12 10:37:29.000,NO,2023-01-12 10:37:29.000,2023-01-12 10:37:29.000
46619530-600a-41c9-83e1-c3d487a56257,958f55be-2787-4b4a-94fd-f9b3571f1604,Chào m?ng b?n ??n qu?y WordCounter360 ° c?ng ???c g?i là d?u hi?u t? truy c?p 7866633,78,STORE,79,Thành ph? H? Chí Minh,Thành ph?,,,,,,,19005452,,https://static.cvgbuilding.com/store/373acf4b-18e4-4d00-b158-05ff1ba1d173/e4b1c6d2-f2ea-401b-82f5-1bcaa1c3391c.png,e4b1c6d2-f2ea-401b-82f5-1bcaa1c3391c,,,,,,,,,YES,00d060cb-340b-4838-833d-43bacbfa7c88,Haii,0722222222,dbb20198-5d36-477a-9126-6bf351698f0a,2022-12-05 07:20:46.000,2022-12-26 02:52:13.000,NO,2022-12-05 07:20:46.000,2022-12-26 02:52:13.000
